Id,Actor,TextEn,TextZh,TextPn,Url,Topic,Subtopic,Version,Audio url
ilovelearningchineese_thanksgiving_s_turkey_1,A,Where were you last Thanksgiving?,去年感恩节你在哪？,qùnián gǎn ēn jié nǐ zài nǎ,https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_thanksgiving_s_turkey_1,B,(I was) in Germany,在德州。,zài dézhōu,https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_thanksgiving_s_turkey_1,A,How was the weather last Thanksgiving in Germany?,去年感恩节德州的天气怎么样,qùnián gǎnēnjié dézhōu de tiān qì zěnme yàng,https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_thanksgiving_s_turkey_1,B,"Very good, 70 degrees, not cold and not hot.",很好，七十度，不冷也不热。,"hěnhǎo, qīshí dù, bùlěng yě búrè",https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_thanksgiving_s_turkey_1,A,How about this year?,今年呢？,jiānnián ne?,https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_thanksgiving_s_turkey_1,B,"This year Savannah’s weather is also good, morning, evening is cold",今年Savannah的天气也很好，早上晚上冷。,"jīnnián Savannah de tiānqì yě hěnhǎo, zǎoshàng wǎnshàng lěng",https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_thanksgiving_s_turkey_1,A,How was last year’s Thanksgiving dinner?,去年感恩节的晚餐怎么样？,qùnián gǎnēnjié de wǎncān zěnme yàng,https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_thanksgiving_s_turkey_1,B,"Last year we went to a friend’s home, Thanksgiving party was very",去年我们去朋友家，感恩节的party很有意思，晚餐很好吃。,"qùnián wǒmen qù péngyou jiā, gǎnēnjié de party hěn yǒu yìsi,",https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_thanksgiving_s_turkey_1,A,"This year’s Thanksgiving come to our home. My older brother,",今年感恩节来我们家吧。我哥哥姐姐还有德国的朋友，人多有意思,jīnnián gǎnēnjié lái wǒmen jiā ba. wǒ gēge jiějie háiyǒu déguó de,https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_thanksgiving_s_turkey_1,B,"Ok, can my 8 month daughter come?",好啊，我八个月的女儿可以来吗？,"hǎo ā, wǒ bā gè yuè de nǚ ér kěyǐ láima?",https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_thanksgiving_s_turkey_1,A,"Thanks great, 8 month baby is so cute",太好了，八个月的宝宝很可爱。,"tài hǎole, bā gè yuè de bǎobǎo hěn kě ài",https://ilovelearningchinese.com/archives/973,Thanksgiving’s Turkey,,1,
ilovelearningchineese_happy_new_year_1,A,"It’s Jason,happy new year! Rose,this year how is the weather?",我是Jason，新年快乐！Rose，今年上海天气怎么样？,"wǒshìJason,xīnnián kuàilè!Rose jīnnián shànghǎi tiānqì zěnmeyàng",https://ilovelearningchinese.com/archives/1022,Happy New Year,,1,
