Id,Actor,TextEn,TextZh,TextPn,Url,Topic,Subtopic,Version,Audio url
share_america_gov_what_s_your_halloween_costume_1,Peter,Halloween is in just a couple of days. Does anybody have a costume?,,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Akinyi,You want to dress up and go trick-or-treating? Isn’t that only for kids?,,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Lucía,Halloween isn’t just for kids. There are a lot of events happening on campus.,,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Ajay,Like what?,,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Lee,The environmental club is putting together a haunted house.,,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Jana,Are you going to be part of it?,,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Lee,"Yeah, but I can’t tell you what I’ll be doing. It has to be a surprise. Otherwise, it won’t be as scary. You should all come to the haunted house on Saturday night.",,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Peter,"Yes, we should all dress up and go to the haunted house.",,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Lucía,"I’m in! Also, there’s going to be food and games, like apple bobbing, in the student center that night, so we could go to that too.",,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Ajay,"Okay, I’ll dress up too. What should I be?",,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Jana,"Well, there are six of us. Should we think of a group of six characters and dress up as those characters?",,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Akinyi,We could be a group of superheroes.,,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Ajay,Yes! I’ve always wanted to be a superhero.,,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_what_s_your_halloween_costume_1,Peter,Why does that not surprise me?,,,https://share.america.gov/everyday-conversations-halloween-costumes/,What’s your Halloween costume?,,1,https://staticshare.america.gov/uploads/2015/10/W2-D4.mp3?_=1
share_america_gov_the_world_s_largest_children_s_museum_1,Claudine,"Sam and I obviously aren’t young children, so is there anything here that we’d enjoy?",,,https://share.america.gov/everyday-conversations-worlds-largest-childrens-museum-audio/,The world’s largest children’s museum,,1,https://staticshare.america.gov/uploads/2016/04/Day-22-The-Worlds-Largest-Childrens-Museum-VERSION-2.mp3?_=1
share_america_gov_the_world_s_largest_children_s_museum_1,Guide,Absolutely. We have a planetarium and a carousel that people of all ages enjoy.,,,https://share.america.gov/everyday-conversations-worlds-largest-childrens-museum-audio/,The world’s largest children’s museum,,1,https://staticshare.america.gov/uploads/2016/04/Day-22-The-Worlds-Largest-Childrens-Museum-VERSION-2.mp3?_=1
share_america_gov_the_world_s_largest_children_s_museum_1,Gina,Are there any exhibits that are particularly interesting?,,,https://share.america.gov/everyday-conversations-worlds-largest-childrens-museum-audio/,The world’s largest children’s museum,,1,https://staticshare.america.gov/uploads/2016/04/Day-22-The-Worlds-Largest-Childrens-Museum-VERSION-2.mp3?_=1
share_america_gov_the_world_s_largest_children_s_museum_1,Guide,We have a permanent exhibit featuring three famous children and the impact they had on the world. People seem to enjoy that exhibit quite a bit.,,,https://share.america.gov/everyday-conversations-worlds-largest-childrens-museum-audio/,The world’s largest children’s museum,,1,https://staticshare.america.gov/uploads/2016/04/Day-22-The-Worlds-Largest-Childrens-Museum-VERSION-2.mp3?_=1
share_america_gov_the_world_s_largest_children_s_museum_1,Paul,Do other exhibits rotate?,,,https://share.america.gov/everyday-conversations-worlds-largest-childrens-museum-audio/,The world’s largest children’s museum,,1,https://staticshare.america.gov/uploads/2016/04/Day-22-The-Worlds-Largest-Childrens-Museum-VERSION-2.mp3?_=1
share_america_gov_the_world_s_largest_children_s_museum_1,Guide,"Yes. We have many rotating exhibits, and we are constantly thinking up ideas for innovative exhibits in the future. Let’s get started on the tour, and I can answer your questions along the way.",,,https://share.america.gov/everyday-conversations-worlds-largest-childrens-museum-audio/,The world’s largest children’s museum,,1,https://staticshare.america.gov/uploads/2016/04/Day-22-The-Worlds-Largest-Childrens-Museum-VERSION-2.mp3?_=1
share_america_gov_a_steamboat_ride_on_the_mississippi_river_1,Sam,I didn’t think we would make it on board in time.,,,https://share.america.gov/everyday-conversations-ride-mississippi-audio/,A steamboat ride on the Mississippi River,,1,https://staticshare.america.gov/uploads/2016/05/Day-26-A-steamboat-ride-on-the-Mississippi-River.mp3?_=1
share_america_gov_a_steamboat_ride_on_the_mississippi_river_1,Gina,And now we can sit back and enjoy the cruise.,,,https://share.america.gov/everyday-conversations-ride-mississippi-audio/,A steamboat ride on the Mississippi River,,1,https://staticshare.america.gov/uploads/2016/05/Day-26-A-steamboat-ride-on-the-Mississippi-River.mp3?_=1
share_america_gov_a_steamboat_ride_on_the_mississippi_river_1,Claudine,I didn’t think a steamboat would be so big — or so elegant.,,,https://share.america.gov/everyday-conversations-ride-mississippi-audio/,A steamboat ride on the Mississippi River,,1,https://staticshare.america.gov/uploads/2016/05/Day-26-A-steamboat-ride-on-the-Mississippi-River.mp3?_=1
share_america_gov_a_steamboat_ride_on_the_mississippi_river_1,Paul,This is one of the best steamboat cruises down the Mississippi.,,,https://share.america.gov/everyday-conversations-ride-mississippi-audio/,A steamboat ride on the Mississippi River,,1,https://staticshare.america.gov/uploads/2016/05/Day-26-A-steamboat-ride-on-the-Mississippi-River.mp3?_=1
share_america_gov_a_steamboat_ride_on_the_mississippi_river_1,Gina,I think you only chose this one because they serve Mississippi mud pie.,,,https://share.america.gov/everyday-conversations-ride-mississippi-audio/,A steamboat ride on the Mississippi River,,1,https://staticshare.america.gov/uploads/2016/05/Day-26-A-steamboat-ride-on-the-Mississippi-River.mp3?_=1
share_america_gov_a_steamboat_ride_on_the_mississippi_river_1,Paul,"That definitely was a factor, but I think they serve it on all of the different cruises.",,,https://share.america.gov/everyday-conversations-ride-mississippi-audio/,A steamboat ride on the Mississippi River,,1,https://staticshare.america.gov/uploads/2016/05/Day-26-A-steamboat-ride-on-the-Mississippi-River.mp3?_=1
share_america_gov_asking_for_help_at_a_hotel_1,Paul,Yes. We would like to go to the Kentucky Derby. Where can we buy tickets?,,,https://share.america.gov/everyday-conversations-at-hotel/,Asking for help at a hotel,,1,https://staticshare.america.gov/uploads/2016/04/Day-23-Asking-for-Help-at-a-Hotel.mp3?_=1
share_america_gov_asking_for_help_at_a_hotel_1,Concierge,You can buy the tickets online or at the gate on the day of the Derby. It’s cheaper to buy them online.,,,https://share.america.gov/everyday-conversations-at-hotel/,Asking for help at a hotel,,1,https://staticshare.america.gov/uploads/2016/04/Day-23-Asking-for-Help-at-a-Hotel.mp3?_=1
share_america_gov_asking_for_help_at_a_hotel_1,Paul,Thank you. This is our first time. Do you have any advice for us about the Derby?,,,https://share.america.gov/everyday-conversations-at-hotel/,Asking for help at a hotel,,1,https://staticshare.america.gov/uploads/2016/04/Day-23-Asking-for-Help-at-a-Hotel.mp3?_=1
share_america_gov_asking_for_help_at_a_hotel_1,Concierge,"The weather is unpredictable, so be prepared for hot weather or rain or cool weather.",,,https://share.america.gov/everyday-conversations-at-hotel/,Asking for help at a hotel,,1,https://staticshare.america.gov/uploads/2016/04/Day-23-Asking-for-Help-at-a-Hotel.mp3?_=1
share_america_gov_asking_for_help_at_a_hotel_1,Paul,The actual Derby race is later in the day. Should we go early and see the other races?,,,https://share.america.gov/everyday-conversations-at-hotel/,Asking for help at a hotel,,1,https://staticshare.america.gov/uploads/2016/04/Day-23-Asking-for-Help-at-a-Hotel.mp3?_=1
share_america_gov_asking_for_help_at_a_hotel_1,Concierge,"Yes, I recommend it. Take advantage of being there, and see some other races.",,,https://share.america.gov/everyday-conversations-at-hotel/,Asking for help at a hotel,,1,https://staticshare.america.gov/uploads/2016/04/Day-23-Asking-for-Help-at-a-Hotel.mp3?_=1
share_america_gov_asking_for_help_at_a_hotel_1,Paul,Great. We will. And is there any special food or drink to have at the event?,,,https://share.america.gov/everyday-conversations-at-hotel/,Asking for help at a hotel,,1,https://staticshare.america.gov/uploads/2016/04/Day-23-Asking-for-Help-at-a-Hotel.mp3?_=1
share_america_gov_asking_for_help_at_a_hotel_1,Concierge,"The event is famous for the mint julep. And if this is your first time visiting the South, then you might want to try some garlic cheese grits.",,,https://share.america.gov/everyday-conversations-at-hotel/,Asking for help at a hotel,,1,https://staticshare.america.gov/uploads/2016/04/Day-23-Asking-for-Help-at-a-Hotel.mp3?_=1
share_america_gov_asking_for_help_at_a_hotel_1,Paul,Thank you for all of your help.,,,https://share.america.gov/everyday-conversations-at-hotel/,Asking for help at a hotel,,1,https://staticshare.america.gov/uploads/2016/04/Day-23-Asking-for-Help-at-a-Hotel.mp3?_=1
share_america_gov_let_s_learn_about_space_1,Gina,"NASA is in Florida as well, at the Kennedy Space Center, but the Marshall Space Flight Center is the largest NASA center.",,,https://share.america.gov/everyday-conversations-learning-about-space-audio/,Let’s learn about space,,1,https://staticshare.america.gov/uploads/2016/05/Day-25-Lets-learn-about-space.mp3?_=1
share_america_gov_let_s_learn_about_space_1,Sam,And what do they do here?,,,https://share.america.gov/everyday-conversations-learning-about-space-audio/,Let’s learn about space,,1,https://staticshare.america.gov/uploads/2016/05/Day-25-Lets-learn-about-space.mp3?_=1
share_america_gov_let_s_learn_about_space_1,Gina,"For starters, they design and build engines, vehicles and instruments.",,,https://share.america.gov/everyday-conversations-learning-about-space-audio/,Let’s learn about space,,1,https://staticshare.america.gov/uploads/2016/05/Day-25-Lets-learn-about-space.mp3?_=1
share_america_gov_let_s_learn_about_space_1,Paul,And the things they build make space exploration possible.,,,https://share.america.gov/everyday-conversations-learning-about-space-audio/,Let’s learn about space,,1,https://staticshare.america.gov/uploads/2016/05/Day-25-Lets-learn-about-space.mp3?_=1
share_america_gov_let_s_learn_about_space_1,Gina,And it’s home to the most powerful rocket ever designed.,,,https://share.america.gov/everyday-conversations-learning-about-space-audio/,Let’s learn about space,,1,https://staticshare.america.gov/uploads/2016/05/Day-25-Lets-learn-about-space.mp3?_=1
share_america_gov_let_s_learn_about_space_1,Paul,This is a place that enables scientific discovery related to space!,,,https://share.america.gov/everyday-conversations-learning-about-space-audio/,Let’s learn about space,,1,https://staticshare.america.gov/uploads/2016/05/Day-25-Lets-learn-about-space.mp3?_=1
share_america_gov_we_re_going_to_graceland_1,Claudine,That’s right. He was already quite famous by that time. He bought this house and the grounds in 1957.,,,https://share.america.gov/everyday-conversations-going-graceland-audio/,We’re going to Graceland,,1,https://staticshare.america.gov/uploads/2016/05/Day-24-Were-Going-To-Graceland.mp3?_=1
share_america_gov_we_re_going_to_graceland_1,Gina,He was already starting to become an American legend.,,,https://share.america.gov/everyday-conversations-going-graceland-audio/,We’re going to Graceland,,1,https://staticshare.america.gov/uploads/2016/05/Day-24-Were-Going-To-Graceland.mp3?_=1
share_america_gov_we_re_going_to_graceland_1,Sam,I hope I can have a legion of fans by the time I’m 22.,,,https://share.america.gov/everyday-conversations-going-graceland-audio/,We’re going to Graceland,,1,https://staticshare.america.gov/uploads/2016/05/Day-24-Were-Going-To-Graceland.mp3?_=1
share_america_gov_we_re_going_to_graceland_1,Paul,"I think you should graduate from high school first. Now, should we take a tour of the house first? Or do you want to see the meditation garden?",,,https://share.america.gov/everyday-conversations-going-graceland-audio/,We’re going to Graceland,,1,https://staticshare.america.gov/uploads/2016/05/Day-24-Were-Going-To-Graceland.mp3?_=1
share_america_gov_we_re_going_to_graceland_1,Gina,Let’s take the tour first. I’ve read that they have state-of-the-art iPad tours.,,,https://share.america.gov/everyday-conversations-going-graceland-audio/,We’re going to Graceland,,1,https://staticshare.america.gov/uploads/2016/05/Day-24-Were-Going-To-Graceland.mp3?_=1
share_america_gov_we_re_going_to_graceland_1,Claudine,And then we can walk through the meditation garden and see the gravesite of Elvis.,,,https://share.america.gov/everyday-conversations-going-graceland-audio/,We’re going to Graceland,,1,https://staticshare.america.gov/uploads/2016/05/Day-24-Were-Going-To-Graceland.mp3?_=1
share_america_gov_starting_a_business_1,Chimwemwe,"Thanks for meeting me for coffee. I know you’re busy, but I would appreciate some financial advice.",,,https://share.america.gov/american-english-tips-on-starting-business/,Starting a business,,1,https://staticshare.america.gov/uploads/2015/06/21.-Starting-a-Business.mp3?_=1
share_america_gov_starting_a_business_1,Diego,Of course. I’m always happy to help. What’s the issue?,,,https://share.america.gov/american-english-tips-on-starting-business/,Starting a business,,1,https://staticshare.america.gov/uploads/2015/06/21.-Starting-a-Business.mp3?_=1
share_america_gov_starting_a_business_1,Chimwemwe,"Well, I want to start my own company, but I don’t have much  capital. What are my options?",,,https://share.america.gov/american-english-tips-on-starting-business/,Starting a business,,1,https://staticshare.america.gov/uploads/2015/06/21.-Starting-a-Business.mp3?_=1
share_america_gov_starting_a_business_1,Diego,One option is to take out a  loan. You want to make sure you get a good  interest rate and that the  financial institution is stable and trustworthy.,,,https://share.america.gov/american-english-tips-on-starting-business/,Starting a business,,1,https://staticshare.america.gov/uploads/2015/06/21.-Starting-a-Business.mp3?_=1
share_america_gov_starting_a_business_1,Chimwemwe,I’ve looked at different  lenders and have found some good ones. But part of me doesn’t want to rely on  borrowing.,,,https://share.america.gov/american-english-tips-on-starting-business/,Starting a business,,1,https://staticshare.america.gov/uploads/2015/06/21.-Starting-a-Business.mp3?_=1
share_america_gov_starting_a_business_1,Diego,"If your business seems like it will be very  lucrative, you may be able to get a  venture capitalist to invest in your business.",,,https://share.america.gov/american-english-tips-on-starting-business/,Starting a business,,1,https://staticshare.america.gov/uploads/2015/06/21.-Starting-a-Business.mp3?_=1
